39, State-gov, 77516, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Male, 2174, 0, 40, United-States, <=50K
62, ?, 94, Some-college, 19, Never-married,ieNever-marriedpcve-serv, Husb0, Whi45teFemale, 0, 0, 38, Unn47, ? 3178013 State-g6, Some-college, 10, Ma?seiv-spc?, Not-in- Husbe, Whi20Marubv 48, Uni53d-States, <=50K167410,9, Private, 82079559, e, 1r, 9, Marri, HNever-marriedspAmNevInd Nn-Eskimot-, Husb0, Whi40, , Male, 0, 0, 48, Uni31d-States, <158162,9, Private, 82, Some-college,MaEd, 9, SeparavoieNever-marriedpcs, Not-in- Husb13550, Whi50teFemale, 0, 0, 3>, Un46d-States, <2419359, Privat192390, HS-grad, 9, Ma9, Never-marrouHe, Crapce, Norv, Husb7688, Whi40teFemale, 0, 0, 3> Unn25d-States, <=50K406955, ome-colleg, Some-college, 1rad, 9, DivoieOd, Craft-repspc?, Not-in- Husb0, Whi40, , Male, 0, 0, 48, Uni47d-States, <341762Federal-gov, 33863, HS-grad, 9, Married-civ-spouse, MHe, Crapcve-serv, Husb0, Whi40teFemale, 0, 0, 38, Unn26d-States, <23930349, Private, 82649, Bachelors, 13, Married-civ-spouseHe, Crapc?, Not-, HusbWhiW B50d-? 38, Unn30d-States, <38848Federal-gov, 33863, HS-grad, 9, Married-civ-spoild MHe, Crapcve-serv, Husb0, Whi40teFemale, 0, 0, 38, Unn48d-States, <547442, Private, 192390, HS-grad, 9, Married-civ-spouHe, Crapcve-serv, Husb0, Whi40te, Male, 0, 0, 48, Unn22d-States, <3321942, Private, 322674, Some-college, 19, Never-marr HOndlers-ospe, Not-, Husb0, Whi40te, Male, 0, 0, 48, Unn32d--States, >50K
23, 1549502, Private, 310632, Some-college, 10, Married-civ-spouHe, Crapcve-serv, Husb0, Whi30te, Male, 0, 0, 48, Unn33d--States, >50K
23, 196342079octores, <16, Some-college,Mage, 10, DivorcedNever-marriedpcve-serv, Husb0, Whi45teFemale, 0, 0, 3>, Un31d-States, <201292Federal-gov, 33863, HS-grad, 9, Ma9, Never-marrouHe, Crapcve-serv, Husbe, Whi40, , Male, 0, 0, 48, Unn43d-States, <3397672, Private, 310632, Some-college, 10, Ma9, Never-marrieiv-spcve-servin-, Wif0, Whi20d-Engmily 4> Unn26d-States, <250066 >50K
62, ?, 94, Some-college,Ma9, Never-marr HNever-marriedpc?, Not-in- Husb0, Whi40, , Male, 0, 0, 48, Uni34d-States, <318886Federal-gov, 33863, HS-grad, 9, Mad, ?, Own-child MHe, Crapce, Not-, Husb0, Whi40, , Male, 0, 0, 48, Uni50d-States, <, 12407649, Private, 82649, Bachelors, 13, Married-civ-spouseiv-spcve-servin-, Wif0, Whi40teFemale, 0, 0, 3>, Un30d-States, <=5242122Federal-gov,19Some-coe, 1rad, 9, DivoieUn, Crafopce, Not-in- Husb0, Whi40te, Male, 0, 0, 48, Unn17d-States, <340199, Privat1 Some-college, 19, Never-marr HOndlers-apcve-serv, Husb0, Whi20teFemale, 0, 0, 38, Uni35d-States, <, 2307549, Private, 1, Some-college, 1ge, 10, DivorcedOndlers-opce, Not-in- Husb0, Whi40te, Male, 0, 0, 48, Unn29d-States, <2138422, Private, 310632, Some-college, 10, Married-civ-spouHe, Crapcve-serv, Husb0, Whi40te, Male, 0, 0, 48, Uni27d-States, <=50K196386lf-emp-inc, 1632e, 10, Separated, Adm-rad, 9, DivoieHe, Crapcve-serv, Husb4064, Whi40, El-Ss,vador 48, Unn32d--States, >50K
23, 6216549, Private, 82649, Bachelors, 13, MaEd, 9, Separavo MHe, Crapce, Not-, Husb0, Whi40, ? 48, Unn34d-States, <134737,9, Private, 82, Some-college,MaSs, ,ieOndlers-apcs, Not-, Husb0, Whi40, , Male, 0, 0, 4> Unn32d-States, <515629Federal-gov,19Some-coe, 19, Never-married,ieNever-marriedpcve-servin- Husb0, Whi40te, Male, 0, 0, 48, Unn47d-States, <=50K1191992, Private, 322674079559, e, 1rad, 9, DivoieUn, Crafopcs, Not-in- Husb0, Whi40, , Male, 0, 0, 38, Uni40d-States, <902222, Private, 322674, Some-college, 1Ss, ,ieNever-marriedpcve-servin-, Wif0, Whi40teFemale, 0, 0, 38, Unn26d-States, <28443 >50K
62, ?, 94, Some-college,Ma9, Never-marr HNever-marriedpc?, Not-in- Husb0, Whi40, , Male, 0, 0, 48, Uni30d-States, <159442, ome-colleg1 Some-college, 19, Never-marr HNever-marriedpcve-servin-, Wif0, Whi402,Iremily 48, Uni54d-States, <3158042, Private, 079559, e, 1rried-civ-spieNever-marriedpc?, Not-M Husb0, Whi40, , Male, 0, 0, 48, Uni53d-States, <13584049, Private, 82649, Bachelors, 13, Married-civ-spouseHe, Crapc?, Not-, HusbWhiW B55teFemale, 0, 0, 3> Uni38d-States, <8123249, Private, 82649, Bachelors, 13, MaEd, 9, SeparateseHranspopcve-serv, Husbe, Whi40te? 3> Unn43d-States, <118001d-7Pri8ate,119Some-coe,Mad, ?, Own-child,,Never-marriedpce, Not-, Husb0, Whi40, , Male, 0, 0, 48, Uni25d-States, <2078752, Private, 322674, Some-college, 1d, ?, Own-child,,Ondlers-apcve-serv, Husbe, Whi20teFemale, 0, 0, 38, Uni39d-States, <164898Federal-gov, 33863, HS-grad, 9, Married-civ-spouHe, Crapcve-serv, Husb0, Whi40te, Male, 0, 0, 48, Uni57d-States, <, 170066Federal-gov, 33863, HS-grad, 9, Married-civ-spoild MHe, Crapcve-serv, Husb0, Whi25teFemale, 0, 0, 3> Uni47d-States, <1119942, Private, 192390, HS-grad, 9, Ma9, Never-marrouHe, Crapcve-serv, Husbe, Whi34teFemale, 0, 0, 38, Unn45d-States, <1666362, Private, 079559, e, 19, Never-marr HOd, Craft-repspce, Not-in- Husb0 <Whi35, , Male, 0, 0, 48, Unn24d-States, <=561737,9, Private, 82, Some-college,Mage, 10, DivorcedNever-marriedpcve-serv, Husb0, Whi40te, Male, 0, 0, 48, Unn32d--States, >50K
23, 241885 State-g6079559, e, 1rried-civ-spieNever-marriedpc?, Not-M Husb0, Whi40, , Male, 0, 0, 48, Uni25d-States, <2341902, Private, 322674, Some-college, 1Ss, ,ieNever-marriedpcve-serv, Husb0 <Whi35, , Male, 0, 0, 48, Unn57d-States, <230899 B5Pri6te-g219Some-coe, 1rried-civ-spouse,idNever-marriedpc?, Not-in- Husb0, Whi40, , Male, 0, 0, 48, Uni28d-States, <11415849, Private, 82649, Bachelors, 13, Married-civ-spouseiv-spcve-servin-, Wif0, 1977hi24teFemale, 0, 0, 3> Uni28d-States, <222442Federal-gov, 33863, HS-grad, 9, MaSs, ,seHranspopcve-serv, Husb0, Whi51Marubv 48, Uni27d-States, <157612,9, Private, 82, Some-college,Mage, 10, DivorcedNever-marriedpcve-servin- Husb0, W B55, Female, 0, 0, 38, Unn28d-States, <199903,9, Private, 82, Some-college,Marad, 9, DivoieNever-marriedpcve-servin- Husb0, Whi20teFemale, 0, 0, 38, Uni74te? 32926279, st-4te-g2 33863, HS-grad, 9, Ma? MHe, Crapce, Not-, Husb0, Whi40, Female, 0, 0, 38, Uni44d--States, >50K
23, 156687, ome-college, 10, Separated, Adm-d, ?, Own-childieHranspopcA, Not-in-family, t-, Husb0, Whi42teJapan 48, Uni27d-States, <369522, ome-colleg, Some-college, 1rried-civ-spouse,idOndlers-apcve-serv, Husb0, Whi45te, Male, 0, 0, 48, Uni61d-States, <22629749, Private, 82649, Bachelors, 13, MaEd, 9, SeparateseHranspopcve-serv, Husbe, Whi40te, Male, 0, 0, 48, Uni25d-States, <3560179, Privat1 Some-college, 19, Never-marr HNever-marriedpcve-serv, Husb0 <Whi99, Female, 0, 0, 38, Unn28d-States, <1892572,9te-g5, Some-college, 19, Never-married,ieOndlers-opce, Not-in- Husb0, Whi24te, Male, 0, 0, 48, Uni20d-States, <1575412, Private, 322674, Some-college, 1rried-civ-spieOndlers-apcve-serv, Husb0, Whi40teFemale, 0, 0, 38, Uni33d-States, <69251 >50K
62, ?, 94, Some-college,MaSs, ,ieOndlers-apcA, Not-in-family, t-, Husb0, Whi40d-Srs-ippin0, 48, Uni38d-States, <=52729442, Private, 079559, e, 19, Never-marr HNever-marriedpcve-serv, Husb0 <Whi40, , Male, 0, 0, 48, Uni31d-States, <1136672, Private, , Some-college,MaSs, ,ieUn, Crafopce, Not-in- Husb0, 0hi25, , Male, 0, 0, 48, Unn40d-States, <2220119, Private, 1, Some-college, 1ge, 10, DivorcedNever-marriedpcve-servin- Husb0, Whi45teFemale, 0, 0, 3> Unn43d-States, <1911962, Private, 310632, Some-college, 10, MaEd, 9, SeparateseHranspopcve-serv, Husbe, Whi55teFemale, 0, 0, 3> Uni38d-States, <1691049, Private, 101825, Masters, 14, MaEd, 9, SeparateseHranspopcve-serv, Husbe, Whi60, , Male, 0, 0, 4> Uni19d-States, <1466792, Private, 322674, Some-college, 1Ed, 9, SeparateieOndlers-opce, Norv, Husb0, Whi30te, Male, 0, 0, 48, Unn56d-States, <226985lf-emp-inc, 1632e, 10, Separated, Adm-9, Never-marrouHe, Crapcve-serv, Husbe, Whi50, , Male, 0, 0, 48, Uni38d-States, <1530669, Private, 1079559, e, 1Ed, 9, SeparavoieNever-marriedpcs, Not-, Husb0, Whi45teFemale, 0, 0, 3>, Un30te? 315930349, Private, 82649, Bachelors, 13, Ma?seiv-spc?, Not-in- Husbe, Whi4te, Male, 0, 0, 48, Unn22d-States, <200109, ome-college, 10, Separated, Adm-Stat-h13, -er-mseiv-spc?, Not-in- Husb4508, Whi40te, Male, 0, 0, 48, Unn18d-States, <=5109445, ome-colleg1 Some-college, 19, Never-marr HOndlers-apcve-serv, Husb0, Whi25teFemale, 0, 0, 38, Uni68d-States, <994912, Private, 322674 95985,e,Ma9, Never-marr HNever-marriedpcve-servin- Husb0, Whi20teFemale, 0, 0, 38, Uni35d-States, <172571 >50K
62, ?, 94079559, e, 1rried-civ-spoild,,Never-marriedpcve-serv, Husbe, Whi50, , Male, 0, 0, 48, Uni42d-States, <143582d-7Pri8ate,101825, Masters, 14, Ma9, Never-marr HOd, Craft-repspcA, Not-in-family, t-in- Husb0, Whi48, ? 48, Unn32d-States, <207113 State-g6079559, e, 1rried-civ-spieUn, Crafopc?, Not-, Husb0, Whi40te, Male, 0, 0, 48, Unn43d-States, <=50K1927122, Private, 310632, Some-college, 10, Married-civ-spouseiv-spcve-servin-, Wif0, Whi40, Female, 0, 0, 3> Uni30d-States, <154297 State-g6, Some-college, 1rried-civ-spouse,idUn, Crafopce, Not-in- Husb0, Whi40te, Male, 0, 0, 48, Unn62d-States, <2389132, Private, 310632, Some-college, 10, Mar, 9, Marri,ieHe, Crapcve-serv, Husb2829, Whi24, , Male, 0, 0, 48, Uni38d-States, <110402 >50K
62, ?, 94192390, HS-grad, 9, Married-civ-spouse, MHe, Crapcve-serv, Husb0, Whi40teFemale, 0, 0, 38, Unn27d-States, <2072132, Private, , Some-college, 19, Never-married,ieOndlers-apcve-serv, Husb0, Whi40teFemale, 0, 0, 38, Uni28d-States, <606111079octores, <16, Some-college,Mage, 10, DivorcedNever-marriedpcve-servin- Husb0, Whi60hiGer, Sy 3> Uni26d-States, <34112,>50K
62, ?, 94, Some-college,Ma9, Never-marr HNever-marriedpc?, Not-, Husb0, Whi40teFemale, 0, 0, 38, Uni21d-States, <1191562, Private, 322674, Some-college, 1rried-civ-spouse,idOndlers-apcve-serv, Husb0, Whi20, , Male, 0, 0, 48, Unn19d-States, <249787, ome-colleg1 Some-college, 19, Never-marr HOd, Craft-repspce, Not-, Husb0, 0hi40teFemale, 0, 0, 38, Unn20d-States, <1535162, Private, 322674, Some-college, 1Aad, 9, DivoieOndlers-apcs, Not-, Husb0, Whi30, , Male, 0, 0, 48, Uni25d-States, <=5260754,9, Private, 82, Some-college, 1rried-civ-spous,,Never-marriedpce, Not-, Husb0, Whi40, , Male, 0, 0, 48, Uni28d--States, >50K
23, 1556212, Private, 322674, Some-college, 1rried-civ-spieOndlers-apcve-serv, Husb0, Whi50Marolumbia 48, Uni36d-States, <33983 >50K
62, ?, 94, Some-college,Marad, 9, DivoieNever-marriedpcve-serv, Husb0, Whi42teFemale, 0, 0, 3> Unn23d-States, <306601,9, Private, 82, Some-college,Married-civ-sp HNever-marriedspAmNevInd Nn-Eskimot-, Husb0, Whi40, , Male 38, Uni24d-States, <27007549, Private, 82649, Bachelors, 13, Marad, 9, Divoieiv-spc?, Not-in- Husb0, 0hi50, , Male, 0, 0, 48, Unn23d-States, <109430, ome-colleg1 Some-college, 19, Never-marr HNever-marriedpcve-servin- Husb0, Whi40te, Male, 0, 0, 48, Uni24d-States, <187115,9, Private, 82, Some-college, 1ge, 10, DivorcedOndlers-apcs, Not-in- Husb0 <Whi20, , Male, 0, 0, 48, Uni25d--States, >50K
23, 4636672, Private, , Some-college,Ma9, Never-marr HNever-marriedpcve-serv, Husb0, Whi8te, Male, 0, 0, 48, Uni24d-States, <52262, ome-colleg, Some-college, 1rried-civ-spouse,idNever-marriedpcve-serv, Husb0, Whi40, , Male, 0, 0, 48, Uni30d-States, <1440642, Private, 192390, HS-grad, 9, MaEd, 9, SeparateseHranspopcve-serv, Husbe, Whi62teFemale, 0, 0, 38, Unn26d-States, <147821,9, Private, 82, Some-college,MaSs, ,edOndlers-apcs, Not-in- Husb0, Whi45, ? 48, Unn62, ? 42327199, Private, 101825, Masters, 14, Ma?ouHe, Crapcve-serv, Husbe, Whi50, , Male, 0, 0, 48, Uni36d-States, <2686202, Private, 310632, Some-college, 10, MaEd, 9, Separateseiv-spcve-servin-, Wif0, Whi33, , Male, 0, 0, 48, Unn45d-States, <81132Federal-gov, 33863, HS-grad, 9, Ma9, Never-marrieHranspopcA, Not-in-family, t-, Husb0, Whi40d-Srs-ippin0, 48, Uni31d-States, <323069lf-emp-inc, 1632,79559, e, 1Ss, ,ieUn, Crafopcs, Not-in- Husb0, 88Whi45, , Male, 0, 0, 48, Unn34d-States, <242984, ome-colleg, Some-college, 1rad, 9, DivoieNever-marriedpcve-serv, Husb0, Whi48te, Male, 0, 0, 48, Uni65d--States, 
23, 17268449, Private, 82649, Bachelors, 13, MaEd, 9, SeparateseHranspopcve-serv, Husbe, Whi44, , Male 3>, Un42d-States, <103932 >50K
62, ?, 94079559, e, 1ge, 10, Divorc,,Un, Crafopcs, Not-in- Husb0, Whi40, , Male, 0, 0, 38, Uni27d-States, <=5431637Married-choose,15, Some-college, 1ge, 10, DivorcedNever-marriedpcve-serv, Husb0, Whi70, , Male, 0, 0, 38, Uni40d-States, <1889422, Private, 310632, Some-college, 10, MaSs, ,ieiv-spce, Not-in- Husb0, W B40, Puerto-Rale 38, Unn53d-States, <=50K1703542, Private, 310632, Some-college, 10, Marad, 9, DivoieHe, Crapcve-serv, HusbWhiWhi40teFemale, 0, 0, 3> Uni54d-States, <28518Federal-gov, 33863, HS-grad, 9, MaSs, ,seHranspopcve-serv, Husb0, Whi50teFemale, 0, 0, 3>, Un30d-States, <=5193380,9, Private, 82, Some-college,Mage, 10, DivorcedOd, Craft-repspc?, Not-, Husb0, Whi35, , Male, 0, 0, 48, Unn59d-States, <175942Federal-gov, 33863, HS-grad, 9, Married-civ-spoild MHe, Crapcve-serv, Husb0, Whi45teFemale, 0, 0, 3> Unn42d--States, >50K
23, 539562, Private, 079559, e, 1Ed, 9, SeparavoieUn, Crafopcve-serv, Husbe, Whi55teFemale, 0, 0, 38, Unn23d-States, <120773, ome-colleg, Some-college, 1rad, 9, DivoieNever-marriedpcve-servin- Husb0, Whi40, , Male, 0, 0, 38, Uni28d-States, <9621949, Private, 82649, Bachelors, 13, Ma9, Never-marrieiv-spcve-servin-, Wif0, Whi15teFemale, 0, 0, 38, Unn20d-States, <1041642, Private, , Some-college, 19, Never-married,ieOndlers-apcve-serv, Husb0, Whi40teFemale, 0, 0, 38, Uni22d-States, <1904292, Private, 322674, Some-college, 1Ss, ,ieNever-marriedpcve-servin-, Wif0, Whi20teFemale, 0, 0, 38, Uni73, ? 424303049, Private, 82649, Bachelors, 13, Ma?ouHe, Crapcve-serv, Husb0, Whi30te, Male, 0, 0, 48, Unn47d--States, >50K
23, 2286602, Private, 310632, Some-college, 10, Married-civ-spouHe, Crapcve-serv, Husb0, 1977hi40teFemale, 0, 0, 3>, Un44d-States, <3687572, Private, 310632, Some-college, 10, Married-civ-spouse, MHe, Crapcve-serv, Husb0, Whi40teFemale, 0, 0, 38, Unn40d-States, <220563 412te-g8079559, e, 1rried-civ-spieNever-marriedpc?, Not-M Husb0, Whi40, , Male, 0, 0, 48, Uni37d-States, <233571 >50K
62, ?, 94192390, HS-grad, 9, Mar, 9, Marri,ieiv-spcve-servin-, Wif0, Whi37teFemale, 0, 0, 3> Uni39d-States, <1878472, Private, 079559, e, 1rried-civ-spouse,idOndlers-apcve-serv, Husb0, Whi50te, Male, 0, 0, 48, Uni49d-States, <842982, Private, 310632, Some-college, 10, MaSs, ,seHranspopcve-serv, Husb7688, Whi40teFemale, 0, 0, 3> Unn44d--States, >50K
23, 2543032, Private, 310632079559, e, 19, Never-marr HNever-marriedpcve-serv, Husb0 <Whi45teFemale, 0, 0, 38, Unn27d-States, <1096112,9te-g5, Some-college, 10, Married-civ-spouse, Miv-spcve-servin-, Wif0, Whi37tePri,ugal 48, Uni50d-States, <1891832, Private, 192390, HS-grad, 9, Marad, 9, DivoieHe, Crapcve-serv, HusbWhiWhi40teFemale, 0, 0, 38, Uni39d-States, <20695149, Private, 82649, Bachelors, 13, Married-civ-spouseHe, Crapc?, Not-, HusbWhiW B40teFemale, 0, 0, 3> Unn41d-States, <2828822, Private, , Some-college,MaSs, ,ieUn, Crafopce, Not-in- Husb0, 0hi40te, Male, 0, 0, 48, Uni55d-States, <37706149, Private, 82649, Bachelors, 13, Married-civ-spousouHe, Crapcve-serv, HusbWhiWhi40teFemale, 0, 0, 3> Uni53d-States, <2099069, st-4te-g2 33863, HS-grad, 9, Ma9, Never-marrouHe, Crapce, Norv, Husb0, Whi35, Puerto-Rale 38, Unn53d-States, <, 1760599, Private, 1079559, e, 1ge, 10, Divorc,,Un, Crafopc?, Not-in- Husb0, 0hi50, , Male, 0, 0, 48, Unn31d-States, <2790159, Private, 101825, Masters, 14, MaEd, 9, SeparateseHranspopcve-serv, Husbe, 2415hi70,-Taiwan 3> Uni21d-States, <3472922, Private, , Some-college, 1rried-civ-spieNever-marriedpc?, Not-, Husb0, Whi40, , Male, 0, 0, 48, Uni30d-States, <2773142, Private, 19Some-coe, 1rried-civ-spouse,idNever-marriedpce, Not-, Husb0, Whi40, , Male, 0, 0, 48, Uni74te? 329887, ome-colleg 95985,e, 1? HNever-marriedpcs, Not-in- Husb0, Whi10, , Male, 0, 0, 48, Uni53d-States, <3414399, Private, 1, Some-college, 1Ed, 9, SeparateieNever-marriedpcs, Not-in- Husb0, Whi60teFemale, 0, 0, 3> Uni47d-States, <2094602, Private, 310632, Some-college, 10, Married-civ-spouHe, Crapcve-serv, Husb0, 1485lf47teFemale, 0, 0, 38, Unn60d-States, <11426349, Private, 82079559, e, 1Ed, 9, SeparavoieNever-marriedpcs, Not-in- Husb0, 0hi40ouHengary 3> Uni59d-States, <230899 ,9te-g519Some-coe, 1rried-civ-spouse,idUn, Crafopcs, Not-in- Husb0, 0hi40oe, Male 38, Unn37d-States, <271767,9, Private, 82, Some-college,MaEd, 9, SeparavoieNever-marriedpcs, Not-, Husb0, Whi48teFemale, 0, 0, 3> Uni47d-States, <=50K2095649, Private, 82649, Bachelors, 13, Married-civ-spouHe, Crapcve-serv, Husb0, 174Whi40te, Male, 0, 0, 48, Uni49d-States, <39986 ,9te-g5649, Bachelors, 13, Married-civ-spouHe, Crapcve-serv, Husb0, Whi40, , Male, 0, 0, 48, Uni73d-States, <, 457842, Private, 322674, Some-college, 1ge, 10, DivorcedOd, Craft-repspc?, Not-in- Husb0, Whi11, , Male, 0, 0, 38, Uni58d-States, <1269912, Private, 079559, e, 19, Never-marr HUn, Crafospe, Not-in- Husb0, Whi20te, Male, 0, 0, 48, Uni18, ? 42346489, Privat, Some-college, 1?ieOndlers-opce, Norv, Husb0, Whi15teFemale, 0, 0, 38, Unn35d-States, <2076762, Private, 322674, Some-college, 19, Never-married,ieOndlers-opce, Not-, Husb0, Whi40, , Male, 0, 0, 48, Uni24d-States, <=54133452, Private, 310632, Some-college, 10, Married-civ-spouseiv-spcve-servin-, Wif0, Whi50te, Male, 0, 0, 48, Unn62d-States, <1220332, Private,  95985,e, 1rad, 9, DivoieNever-marriedpcve-servin- Husb0, Whi38, , Male, 0, 0, 38, Uni58d-States, <169611d-ome-college, 10, Separated, Adm-rad, 9, Divoieiv-spc?, Not-in- Husb0, 0hi40te, Male, 0, 0, 48, Uni51d-States, <903632, Private, 310632, Some-college, 10, Marad, 9, DivoieHe, Crapcve-serv, Husb15024, Whi40, , Male, 0, 0, 3> Uni21d-States, <3726362, Private, , Some-college,MaSs, ,ieOndlers-opce, Not-, Husb0, Whi40, , Male, 0, 0, 48, Uni30d-States, <34091749, Private, 82649, Bachelors, 13, Married-civ-spouHe, Crapcve-serv, Husb0, Whi40, , Male, 0, 0, 48, Uni27d-States, <34273 >50K
62, ?, 94, Some-college,Mage, 10, DivorcedNever-marriedpcve-servin-, Wif0, 1876hi36teC Seda 48, Uni25d-States, <16102749, Private, 82649, Bachelors, 13, Mar, 9, Marri,ieHe, Crapcve-serv, Husb5178, Whi40teFemale, 0, 0, 3>, Un31d-States, <998442, Private, , Some-college, 1rried-civ-spieNever-marriedpcAmNevInd Nn-Eskimot-, Husb0, Whi45, , Male, 0, 0, 48, Unn31d-States, <207685, ome-colleg1 Some-college, 19, Never-marr HUn, Crafospe, Not-in- Husbe, Whi34teFemale, 0, 0, 38, Unn44d-States, <746802, Private, 310632, Some-college, 10, Married-civ-spouHe, Crapcve-serv, Husb5178, Whi50teFemale, 0, 0, 3> Uni52d-SStates, 
23, 334273079octores, <16, Some-college, 10, Married-civ-spouseHe, Crapc?, Not-, Husb99999, Whi65, Female, 0, 0, 3> Uni30d-States, <36069lf-emp-inc, 1632e, 10, Separated, Adm-Ss, ,seHranspopcve-serv, Husb0, Whi40te, Male, 0, 0, 48, Unn29d-States, <1005632, Private, , Some-college, 1rried-civ-spoild,,Ondlers-apce, Not-, Husb0, Whi40, , Male, 0, 0, 48, Uni36d-States, <1743089, Privat079559, e, 1rried-civ-spoild,,Never-marriedpcve-serv, Husbe, Whi40te, Male, 0, 0, 48, Uni54d--States, >50K
23, 10941349, Private, 82649, Bachelors, 13, Mad, ?, Own-child MHe, Crapcve-serv, Husb0, Whi50te, Male, 0, 0, 48, Unn59d-States, <, 2126002, Private, 31063219Some-coe, 1rried-civ-spous,,Never-marriedpcve-serv, Husbe, Whi40te, Male, 0, 0, 4> Uni55d-States, <2717102, Private, 322674, Some-college, 1rad, 9, DivoieNever-marriedpcve-serv, Husb0, Whi45, , Male, 0, 0, 48, Unn70, ? 4230816 >50K
62, ?, 94, Some-college,Ma?ieNever-marriedpcve-serv, Husb0, Whi30teFemale, 0, 0, 38, Uni22d-States, <103277lf-emp-inc, 1632, Some-college, 1Aad, 9, DivoieOndlers-apcs, Not-in- Husb0, Whi20te, Male, 0, 0, 48, Uni42d-States, <3189472, Private, 079559, e, 1rried-civ-spouse,idNever-marriedpcve-servin-, Wif0, Whi40, , Male, 0, 0, 48, Uni36d-States, <187167lf-emp-inc, 1632e, 10, Separated, Adm-Ss, , Miv-spc?, Not-in- Husb0, 0hi40te, Male, 0, 0, 48, Uni32d-States, <20474249, Private, 82649, Bachelors, 13, Married-civ-spouseHe, Crapc?, Not-, Husb0, Whi40teFemale, 0, 0, 3> Unn44d-States, <282062d-7Pri8ate,101825, Masters, 14, Married-civ-spouHe, Crapcve-serv, Husb0, Whi40teFemale, 0, 0, 38, Uni22d-? 4283510, ome-colleg1 Some-college, 1? HUn, Crafospe, Norv, Husb0, Whi45, , Male, 0, 0, 48, Unn25d-States, <2800939, Privat192390, Hs, 14, -absent 19, Never-married,ieNever-marriedpcve-serv, Husb0, Whi40, , Male 48, Unn31d-States, <202729, ome-college, 10, Separated, Adm-rried-civ-spoild MHe, Crapcve-serv, Husb0, Whi50teFemale, 0, 0, 38, Uni33d-States, <205950, ome-colleg1 Some-college, 19, Never-marr HOndlers-apcve-serv, Husb0, Whi40teFemale, 0, 0, 38, Uni54d--States, >50K
23, 392286lf-emp-inc, 1632e, 10, Separated, Adm-Ss, ,seHranspopcve-serv, Husb0, Whi50teFemale, 0, 0, 3> Unn42d--States, >50K
